unit_id,product_id,store_id,acquisition_date,grade,acquisition_price,status
603,45,1,2025-01-28,B,551.17,Sold
604,7,1,2022-12-28,A,343.62,Sold
605,52,2,2024-12-16,A,483.85,Sold
606,9,3,2023-03-04,B,404.36,Sold
607,48,1,2024-01-09,B,630.59,Sold
608,5,3,2024-07-25,B,225.4,Sold
609,61,1,2025-06-24,A,702.02,Sold
610,65,3,2025-08-02,C,492.09,In Stock
611,27,3,2024-02-23,C,311.33,Sold
612,1,2,2024-12-21,B,128.86,Sold
613,26,1,2024-01-28,B,304.6,Sold
614,12,1,2024-12-26,C,168.86,Sold
615,36,2,2024-01-16,A,379.74,Sold
616,43,1,2023-05-31,B,713.29,Sold
617,18,1,2024-11-15,C,253.92,In Stock
618,55,3,2025-05-22,A,704.11,Sold
619,61,1,2025-07-28,A,667.05,Sold
620,57,1,2024-12-02,B,724.72,Sold
621,33,1,2024-12-14,A,383.66,Sold
622,16,1,2025-05-24,A,244.36,Sold
623,31,1,2023-10-12,C,470.91,Sold
624,71,2,2025-01-28,B,1034.85,Sold
625,34,3,2023-05-18,A,608.84,In Stock
626,23,1,2024-01-24,B,276.43,Sold
627,64,2,2024-11-02,A,869.0,Sold
628,70,1,2024-11-11,A,1097.65,Sold
629,4,2,2022-10-13,A,328.41,In Stock
630,36,1,2025-04-08,B,253.49,Sold
631,65,3,2025-06-09,B,636.41,Sold
632,40,3,2024-08-01,A,422.24,Sold
633,65,1,2025-03-06,B,658.6,Sold
634,4,1,2025-02-27,A,188.27,Sold
635,65,1,2025-04-16,C,528.24,Sold
636,2,1,2024-02-23,D,104.57,Sold
637,67,2,2025-01-17,A,953.72,Sold
638,61,2,2025-02-20,B,681.59,Sold
639,40,3,2023-07-30,B,626.89,In Stock
640,44,3,2022-12-30,B,922.25,Sold
641,48,3,2024-02-29,C,518.79,Sold
642,28,2,2023-03-27,B,414.28,Sold
643,32,3,2024-12-21,C,248.95,Sold
644,70,2,2025-05-13,A,982.84,Sold
645,49,3,2023-10-08,B,786.52,Sold
646,33,2,2023-04-25,B,485.39,Sold
647,16,2,2023-04-30,A,380.99,Sold
648,6,3,2023-08-25,B,337.11,Sold
649,54,1,2023-11-12,C,796.22,Sold
650,57,2,2023-10-20,C,939.65,Sold
651,25,2,2023-03-27,A,358.15,Sold
652,71,1,2024-12-04,A,1253.25,Sold
653,26,3,2024-12-29,A,283.3,Sold
654,16,1,2022-12-29,A,385.52,Sold
655,13,3,2024-09-10,B,196.4,Sold
656,62,3,2025-06-10,A,643.43,Sold
657,43,2,2024-09-04,B,452.17,Sold
658,12,1,2023-12-14,B,250.71,Sold
659,2,1,2024-06-18,B,157.8,In Stock
660,42,2,2025-02-24,B,378.49,Sold
661,16,2,2023-08-11,B,315.51,Sold
662,51,3,2024-03-25,B,698.49,Sold
663,38,3,2024-12-11,B,386.23,Sold
664,62,3,2025-03-04,C,493.23,Sold
665,43,3,2024-05-04,A,557.45,Sold
666,26,2,2024-03-14,A,341.76,Sold
667,36,3,2024-12-22,B,271.22,Sold
668,9,2,2023-09-17,B,355.16,Sold
669,67,1,2024-11-09,A,1055.21,In Stock
670,40,3,2025-06-05,C,257.83,Sold
671,55,3,2024-12-04,A,783.23,Sold
672,58,1,2024-05-29,B,1083.05,Sold
673,4,1,2023-08-08,B,245.52,In Stock
674,8,1,2025-05-22,A,237.83,Sold
675,15,2,2023-09-19,B,295.31,Sold
676,58,2,2025-03-29,A,804.85,Sold
677,5,1,2023-12-21,A,290.4,Sold
678,41,2,2022-11-14,C,688.62,Sold
679,8,3,2022-12-12,A,395.25,Sold
680,6,3,2024-09-29,B,262.69,Sold
681,63,2,2025-06-01,B,628.21,Sold
682,6,1,2024-01-16,A,329.29,Sold
683,69,3,2025-06-24,B,738.24,Sold
684,50,2,2024-01-07,C,515.91,Sold
685,67,2,2025-04-26,B,800.92,Sold
686,70,3,2025-02-17,A,1038.6,Sold
687,25,2,2023-03-04,A,378.29,Sold
688,52,1,2024-06-15,C,506.8,Sold
689,20,1,2024-05-02,C,269.88,Sold
690,49,2,2022-10-04,B,1188.91,Sold
691,12,3,2022-12-23,A,357.73,Sold
692,56,1,2024-10-03,B,647.08,Sold
693,49,1,2023-10-08,A,866.29,Sold
694,38,1,2024-04-20,A,483.86,Sold
695,46,2,2024-06-01,D,299.76,Sold
696,65,3,2024-10-09,A,799.29,Sold
697,65,3,2025-05-31,A,684.08,Sold
698,32,2,2024-01-14,D,255.68,In Stock
699,47,1,2023-01-18,B,851.06,In Stock
700,68,1,2025-04-09,B,956.79,Sold
701,24,2,2023-08-24,C,308.83,Sold
702,30,2,2024-08-23,B,401.01,Sold
703,37,1,2023-07-17,D,358.22,Sold
704,41,2,2024-05-02,C,414.93,Sold
705,43,3,2023-09-25,B,545.03,Sold
706,3,3,2025-05-26,D,88.46,Sold
707,58,2,2024-06-25,D,732.62,Sold
708,65,2,2025-06-08,C,520.81,Sold
709,30,3,2024-01-16,B,455.39,Sold
710,45,3,2023-06-09,A,1112.39,Sold
711,38,2,2024-10-12,A,450.95,Sold
712,2,2,2022-11-19,B,219.05,Sold
713,19,3,2024-01-09,B,307.52,Sold
714,34,2,2022-10-03,A,710.23,Sold
715,37,2,2023-01-22,B,622.48,Sold
716,12,3,2022-09-07,B,323.77,Sold
717,21,3,2024-08-20,B,349.04,Sold
718,40,2,2023-03-04,C,550.64,Sold
719,46,3,2023-07-26,B,694.54,In Stock
720,1,1,2024-01-07,C,129.69,Sold
721,8,3,2024-06-18,A,290.24,In Stock
722,37,2,2024-05-14,B,372.5,Sold
723,55,3,2025-04-09,B,648.77,Sold
724,20,3,2024-09-17,B,294.15,Sold
725,27,3,2024-04-02,A,418.19,Sold
726,32,1,2024-03-23,C,293.21,Sold
727,55,2,2023-10-16,C,954.64,Sold
728,18,2,2023-10-04,B,391.08,Sold
729,62,2,2025-04-11,A,689.69,Sold
730,22,1,2022-10-26,A,361.83,Sold
731,56,2,2024-12-28,A,699.79,Sold
732,50,3,2024-12-26,C,315.7,Sold
733,11,1,2025-01-02,A,200.59,Sold
734,11,3,2023-03-01,D,165.12,Sold
735,16,1,2024-03-25,C,228.82,Sold
736,19,3,2024-11-09,D,168.77,Sold
737,16,1,2025-07-16,D,128.78,Sold
738,25,1,2023-12-17,A,311.25,In Stock
739,67,2,2024-12-24,A,977.93,Sold
740,31,3,2023-03-05,B,643.21,Sold
741,61,1,2025-08-02,A,668.41,Sold
742,34,1,2023-10-30,A,571.83,Sold
743,71,1,2025-06-10,B,959.59,Sold
744,57,1,2025-03-15,C,555.14,Sold
745,22,1,2023-09-21,A,298.62,In Stock
746,19,1,2025-08-02,B,234.16,Sold
747,59,1,2025-01-09,D,377.02,Sold
748,38,3,2024-10-10,B,407.58,Sold
749,26,2,2025-03-25,A,267.56,Sold
750,66,1,2024-12-03,B,763.02,Sold
751,60,2,2025-03-22,C,497.64,Sold
752,10,1,2023-11-16,B,172.92,Sold
753,6,2,2025-07-31,A,239.39,Sold
754,5,3,2024-01-10,B,250.63,Sold
755,63,2,2025-04-25,C,509.05,Sold
756,26,2,2024-03-09,B,300.71,Sold
757,15,1,2023-11-24,A,313.76,Sold
758,19,2,2024-02-23,C,258.85,Sold
759,56,2,2024-07-22,A,971.68,Sold
760,49,3,2025-06-25,A,596.33,Sold
761,44,3,2023-02-05,A,1057.53,In Stock
762,8,3,2025-01-18,A,242.0,Sold
763,30,3,2023-10-09,B,487.26,Sold
764,2,3,2023-12-22,A,188.48,Sold
765,7,2,2024-03-21,B,242.99,Sold
766,56,3,2024-08-30,B,826.91,In Stock
767,65,2,2025-05-08,A,716.47,Sold
768,35,2,2025-05-26,A,418.89,Sold
769,6,2,2024-02-23,B,299.84,Sold
770,14,1,2023-02-13,A,340.17,Sold
771,4,1,2023-12-31,B,217.37,Sold
772,12,1,2023-05-19,D,177.44,Sold
773,29,3,2023-08-07,A,478.25,Sold
774,59,2,2025-07-05,A,565.07,Sold
775,22,1,2023-06-02,A,312.86,Sold
776,39,3,2024-10-27,B,341.67,Sold
777,52,3,2024-11-26,C,364.79,Sold
778,28,1,2024-04-19,A,377.64,Sold
779,8,1,2024-07-06,A,290.8,Sold
780,44,1,2023-07-19,C,689.79,In Stock
781,6,1,2025-06-17,D,148.74,Sold
782,61,2,2025-03-21,A,710.51,Sold
783,31,3,2023-12-11,A,579.49,Sold
784,61,1,2024-12-01,B,666.64,Sold
785,68,2,2025-08-05,A,1023.11,Sold
786,10,2,2023-08-18,C,161.46,Sold
787,56,3,2024-06-28,A,941.33,Sold
788,42,2,2025-06-03,A,390.35,Sold
789,63,3,2025-01-10,C,571.86,Sold
790,12,1,2024-04-02,D,154.79,Sold
791,19,2,2024-03-15,B,293.88,Sold
792,12,3,2023-09-20,C,212.22,Sold
793,32,1,2024-04-25,B,363.63,Sold
794,56,3,2024-12-15,C,517.16,Sold
795,26,1,2023-03-15,A,415.79,Sold
796,39,3,2023-10-14,A,464.57,In Stock
797,47,2,2023-02-10,B,839.14,Sold
798,35,3,2024-09-24,B,453.53,Sold
799,37,1,2022-12-06,A,716.76,Sold
800,70,2,2025-05-11,D,586.91,Sold
801,66,3,2025-03-24,B,688.5,Sold
802,57,2,2024-02-12,A,1200.62,Sold
803,21,3,2024-03-31,A,439.05,Sold
804,31,1,2023-11-22,C,456.7,Sold
805,16,3,2025-03-17,A,238.27,Sold
806,58,2,2025-03-08,A,830.23,Sold
807,61,1,2024-11-28,A,790.13,Sold
808,36,1,2024-11-20,B,292.06,Sold
809,46,3,2023-09-09,C,576.25,Sold
810,23,2,2024-09-18,B,248.57,Sold
811,47,1,2023-02-08,B,828.42,Sold
812,33,3,2024-10-24,B,339.23,Sold
813,55,3,2025-07-28,A,664.59,In Stock
814,67,3,2024-09-25,A,1007.08,Sold
815,2,2,2023-11-20,A,196.33,Sold
816,11,1,2023-01-23,A,295.85,Sold
817,61,2,2025-03-13,A,751.8,Sold
818,50,1,2025-02-03,B,391.1,Sold
819,29,1,2023-02-09,A,516.89,Sold
820,18,3,2023-05-18,B,433.44,Sold
821,63,3,2024-12-22,A,780.11,Sold
822,43,3,2024-04-08,C,421.56,Sold
823,50,2,2024-11-02,C,344.54,Sold
824,57,3,2024-11-28,C,570.0,Sold
825,7,3,2024-03-03,B,244.01,Sold
826,43,2,2024-03-04,B,491.35,Sold
827,52,3,2025-07-08,A,434.36,Sold
828,47,2,2024-09-23,D,311.45,Sold
829,66,2,2025-07-14,B,672.93,Sold
830,65,3,2024-12-18,B,660.81,Sold
831,66,3,2025-06-29,C,542.38,Sold
832,1,3,2025-05-19,A,135.58,Sold
833,37,3,2024-04-20,A,410.34,Sold
834,37,3,2024-05-06,A,400.75,Sold
835,38,2,2023-08-12,A,740.4,Sold
836,41,3,2022-10-07,C,717.43,Sold
837,27,2,2024-01-28,A,415.27,Sold
838,40,1,2022-12-28,B,707.09,Sold
839,44,3,2025-08-01,A,498.64,Sold
840,54,1,2025-03-24,A,675.25,Sold
841,54,2,2025-08-02,C,457.29,Sold
842,9,1,2024-08-19,B,280.61,Sold
843,70,3,2025-01-18,D,584.3,Sold
844,8,1,2024-04-29,D,169.43,Sold
845,62,3,2024-09-21,B,660.03,Sold
846,36,3,2024-12-20,A,310.94,Sold
847,58,2,2024-04-22,A,1241.84,Sold
848,6,2,2024-02-29,B,294.19,Sold
849,70,1,2025-01-10,A,1065.57,Sold
850,65,3,2025-06-27,A,664.57,Sold
851,9,1,2025-05-18,A,276.93,Sold
852,22,2,2024-05-26,A,253.17,Sold
853,69,2,2024-10-16,B,870.36,Sold
854,4,2,2022-10-26,B,296.25,Sold
855,53,1,2024-11-30,B,521.83,In Stock
856,15,3,2023-06-11,B,310.06,Sold
857,24,3,2025-05-25,A,283.61,Sold
858,26,2,2025-04-03,B,235.0,Sold
859,46,1,2024-10-14,B,441.43,Sold
860,25,2,2025-02-06,A,249.86,Sold
861,17,2,2025-07-08,C,181.43,Sold
862,28,1,2025-02-12,D,179.53,Sold
863,12,3,2024-04-11,C,185.15,Sold
864,68,3,2025-04-19,B,939.91,Sold
865,29,1,2023-03-30,A,495.37,Sold
866,49,1,2023-12-26,A,811.82,Sold
867,68,2,2025-07-05,B,890.7,Sold
868,28,1,2023-02-21,B,407.77,Sold
869,29,1,2024-01-05,C,323.64,Sold
870,31,2,2024-10-27,B,425.75,Sold
871,28,2,2024-11-20,B,298.88,Sold
872,26,1,2024-01-24,B,305.79,Sold
873,27,2,2022-08-09,A,754.24,Sold
874,7,3,2024-06-25,A,244.96,Sold
875,61,2,2025-05-09,B,642.55,Sold
876,32,2,2025-08-01,A,309.4,Sold
877,28,2,2022-09-19,B,471.81,Sold
878,49,2,2023-03-25,C,868.42,Sold
879,11,2,2024-06-08,B,202.87,Sold
880,6,1,2025-01-18,A,272.16,Sold
881,43,3,2024-06-02,B,465.4,Sold
882,10,1,2022-11-23,D,138.85,Sold
883,58,1,2023-12-26,A,1366.63,Sold
884,64,1,2025-05-27,B,663.16,Sold
885,47,2,2023-09-13,A,818.6,Sold
886,20,3,2025-06-10,B,253.18,Sold
887,2,2,2023-10-14,A,197.01,Sold
888,7,2,2023-10-05,C,214.3,Sold
889,32,1,2023-09-01,A,467.88,Sold
890,7,3,2024-10-15,C,167.18,Sold
891,41,1,2024-08-07,A,519.77,Sold
892,5,1,2023-12-01,D,167.23,Sold
893,19,3,2024-08-13,C,236.25,Sold
894,30,3,2022-09-27,A,657.83,Sold
895,31,3,2023-05-30,B,612.24,Sold
896,36,3,2024-04-29,A,373.88,Sold
897,1,3,2022-12-21,B,195.37,In Stock
898,37,3,2022-11-14,C,499.0,Sold
899,67,1,2025-01-20,C,692.77,Sold
900,70,2,2024-10-05,C,841.79,Sold
901,7,2,2024-02-05,B,252.66,Sold
902,71,2,2024-11-22,A,1221.24,Sold
903,27,2,2023-07-12,A,480.1,In Stock
904,33,2,2022-10-19,A,618.23,Sold
905,20,2,2023-12-09,C,287.7,In Stock
906,25,2,2022-08-15,C,388.97,Sold
907,31,1,2022-10-20,B,682.75,In Stock
908,40,1,2023-04-25,A,688.04,Sold
909,54,1,2023-11-02,A,1086.13,Sold
910,8,1,2023-03-24,A,386.12,In Stock
911,57,3,2024-04-01,B,1057.2,Sold
912,50,3,2024-10-28,A,464.78,Sold
913,54,2,2024-09-22,C,530.3,In Stock
914,51,3,2025-01-22,B,471.06,Sold
915,16,3,2022-12-23,A,401.11,Sold
916,20,1,2022-11-22,C,366.34,In Stock
917,24,3,2022-11-17,B,450.34,Sold
918,57,1,2024-05-02,D,677.55,Sold
919,12,2,2022-12-01,A,344.11,Sold
920,17,1,2023-05-17,C,286.86,Sold
921,37,3,2024-08-15,A,390.71,Sold
922,39,2,2024-07-27,A,392.62,Sold
923,14,1,2024-03-26,A,254.61,Sold
924,27,3,2022-08-31,D,412.15,In Stock
925,31,3,2023-12-03,A,579.12,Sold
926,14,2,2024-05-16,A,256.46,Sold
927,17,1,2025-07-03,A,260.74,Sold
928,58,1,2024-12-23,A,890.17,Sold
929,12,2,2022-11-05,B,306.72,Sold
930,39,2,2024-04-02,A,426.64,Sold
931,68,3,2025-06-15,B,895.23,Sold
932,2,2,2024-02-20,C,132.09,Sold
933,8,1,2023-02-18,A,391.51,In Stock
934,52,1,2024-08-16,A,645.01,Sold
935,64,3,2025-02-10,A,840.92,Sold
936,5,1,2023-12-03,A,300.27,In Stock
937,55,2,2024-06-03,B,993.37,Sold
938,17,2,2024-09-11,A,300.44,Sold
939,37,2,2025-02-06,A,333.66,Sold
940,7,3,2023-04-05,A,322.9,Sold
941,23,1,2023-07-31,D,196.72,Sold
942,65,3,2025-01-15,A,777.38,Sold
943,41,1,2025-02-28,B,422.54,Sold
944,70,3,2025-07-03,B,870.89,Sold
945,26,3,2022-10-17,B,418.3,Sold
946,13,2,2023-03-25,A,298.15,Sold
947,67,3,2024-12-08,B,909.92,Sold
948,23,1,2022-11-18,B,355.39,In Stock
949,45,3,2022-11-15,B,1121.91,Sold
950,40,3,2023-01-09,A,747.03,Sold
951,5,2,2025-05-28,C,158.41,Sold
952,53,3,2025-02-13,D,319.41,Sold
953,36,2,2022-12-24,A,609.7,Sold
954,47,2,2024-07-20,A,568.68,Sold
955,41,1,2024-04-06,A,545.91,Sold
956,2,3,2025-05-19,A,137.45,Sold
957,56,1,2025-01-23,C,512.85,Sold
958,13,2,2024-10-03,C,157.27,Sold
959,51,1,2023-11-09,B,744.43,Sold
960,23,2,2024-06-09,A,295.45,Sold
961,40,3,2024-03-25,C,352.16,Sold
962,66,3,2025-02-27,B,694.7,Sold
963,1,1,2022-11-05,D,127.29,Sold
964,39,2,2024-05-11,A,422.74,Sold
965,36,3,2024-08-19,C,243.66,Sold
966,28,2,2024-02-18,C,290.06,Sold
967,27,1,2023-09-21,A,451.58,Sold
968,31,1,2023-07-28,B,597.2,Sold
969,1,2,2023-02-05,A,215.84,Sold
970,17,3,2023-11-02,A,372.71,Sold
971,29,3,2024-04-26,A,415.44,Sold
972,59,3,2024-09-30,A,664.15,Sold
973,3,2,2024-07-06,A,198.24,Sold
974,50,3,2025-01-25,C,324.74,Sold
975,60,1,2024-11-10,B,621.8,Sold
976,28,3,2024-12-02,A,325.53,Sold
977,47,3,2025-04-18,C,338.94,Sold
978,28,1,2024-04-20,C,272.92,In Stock
979,28,1,2024-11-20,A,330.67,Sold
980,26,3,2023-08-23,C,283.26,Sold
981,14,3,2025-03-17,C,158.94,Sold
982,62,3,2025-07-25,C,450.81,In Stock
983,2,3,2025-03-08,B,135.8,Sold
984,69,3,2025-03-09,B,771.3,Sold
985,9,1,2025-02-03,C,206.17,Sold
986,47,1,2025-01-15,A,490.65,Sold
987,62,2,2024-10-18,A,715.6,Sold
988,67,3,2025-02-02,C,729.28,Sold
989,19,1,2024-04-14,A,336.91,Sold
990,66,1,2025-07-04,B,663.12,Sold
991,11,3,2025-05-01,D,106.82,Sold
992,32,3,2025-03-16,A,324.72,In Stock
993,61,2,2024-11-12,D,450.36,Sold
994,33,3,2022-08-13,C,566.86,Sold
995,27,3,2024-06-05,A,397.54,Sold
996,44,2,2023-02-12,A,1044.69,Sold
997,53,2,2024-08-22,B,685.23,Sold
998,45,2,2023-05-05,C,799.29,Sold
999,59,3,2025-03-14,A,583.79,Sold
1000,56,3,2024-10-08,A,705.89,Sold
1001,61,1,2025-03-14,B,654.4,Sold
1002,58,1,2025-05-31,A,815.06,Sold
1003,2,1,2023-03-07,A,232.33,Sold
1004,37,2,2025-07-19,C,228.41,Sold
1005,40,2,2024-11-12,A,398.2,Sold
1006,52,2,2024-10-20,C,371.07,Sold
1007,52,2,2024-09-26,B,452.28,Sold
1008,46,2,2023-05-13,A,820.8,Sold
1009,17,1,2022-09-27,B,407.97,Sold
1010,29,1,2024-04-12,B,366.62,Sold
1011,49,1,2024-08-24,B,646.3,Sold
1012,32,2,2023-08-19,A,464.58,Sold
1013,18,3,2024-07-30,B,325.67,Sold
1014,9,2,2023-08-01,B,360.13,Sold
1015,22,3,2025-05-18,B,185.47,Sold
1016,11,1,2022-11-18,B,276.41,Sold
1017,17,3,2025-03-21,A,278.01,Sold
1018,45,3,2023-03-17,C,868.42,Sold
1019,36,3,2022-12-24,B,551.8,Sold
1020,70,2,2024-10-06,B,983.14,In Stock
1021,39,2,2024-10-06,C,273.79,Sold
1022,41,3,2023-12-04,A,608.23,Sold
1023,69,3,2025-07-29,A,813.42,Sold
1024,33,1,2023-11-03,C,358.7,Sold
1025,33,2,2025-07-14,B,300.44,Sold
1026,46,1,2023-04-30,B,749.09,Sold
1027,61,1,2025-07-19,B,579.06,Sold
1028,31,3,2023-02-10,A,691.35,Sold
1029,33,3,2023-08-11,A,505.87,Sold
1030,40,2,2025-01-20,A,392.72,In Stock
1031,42,1,2024-03-16,B,449.6,Sold
1032,32,1,2025-04-29,B,287.86,Sold
1033,25,3,2023-07-23,A,337.75,Sold
1034,42,1,2024-11-24,B,379.98,Sold
1035,28,1,2023-04-17,D,260.6,Sold
1036,4,2,2024-02-08,C,185.23,Sold
1037,6,3,2023-08-17,B,326.56,Sold
1038,37,3,2025-02-23,B,315.14,Sold
1039,19,1,2023-06-27,B,347.2,Sold
1040,61,2,2025-05-15,A,685.28,Sold
1041,27,3,2023-03-31,B,449.1,Sold
1042,62,2,2025-07-18,A,621.25,Sold
1043,46,2,2024-08-07,B,449.65,In Stock
1044,37,2,2024-08-27,B,331.87,Sold
1045,71,1,2024-11-20,B,1136.74,Sold
1046,21,2,2024-11-18,C,267.58,Sold
1047,4,2,2023-02-15,B,271.12,Sold
1048,44,3,2024-11-02,C,409.31,In Stock
1049,61,2,2024-11-17,B,722.43,Sold
1050,4,3,2024-09-15,C,165.16,Sold
1051,23,1,2025-02-23,B,210.81,In Stock
1052,41,2,2022-11-11,A,952.12,Sold
1053,23,2,2023-11-18,B,277.19,Sold
1054,54,2,2024-11-28,B,598.87,Sold
1055,28,3,2025-06-09,B,255.66,Sold
1056,42,1,2023-07-07,B,681.45,Sold
1057,47,3,2025-03-04,C,366.55,Sold
1058,64,2,2025-07-09,A,743.0,Sold
1059,59,1,2025-06-14,C,432.06,Sold
1060,14,2,2025-05-08,A,210.73,Sold
1061,3,1,2022-12-08,B,234.62,Sold
1062,19,2,2023-10-25,A,366.68,Sold
1063,45,1,2023-07-25,A,1038.13,Sold
1064,29,1,2022-08-28,A,704.66,Sold
1065,44,3,2023-04-10,C,706.49,Sold
1066,56,2,2024-05-06,A,987.25,Sold
1067,11,3,2022-10-10,C,236.02,Sold
1068,25,3,2023-10-18,C,249.62,Sold
1069,10,2,2022-08-13,B,239.8,Sold
1070,11,1,2023-10-25,A,260.81,Sold
1071,42,3,2022-09-19,A,853.66,Sold
1072,24,3,2023-01-22,B,443.34,In Stock
1073,19,1,2024-08-04,B,272.93,Sold
1074,46,3,2023-09-01,B,696.18,Sold
1075,43,3,2023-08-07,A,778.0,In Stock
1076,21,1,2024-12-28,A,363.95,In Stock
1077,48,2,2023-08-12,A,1003.01,Sold
1078,23,2,2022-11-19,B,364.39,Sold
1079,68,1,2025-04-11,C,772.3,Sold
1080,52,3,2025-05-05,A,454.32,Sold
1081,64,2,2025-02-07,A,833.17,Sold
1082,50,2,2025-05-19,C,308.03,Sold
1083,52,1,2024-10-15,A,506.36,Sold
1084,8,3,2024-06-06,B,262.03,Sold
1085,36,1,2024-05-23,D,207.2,Sold
1086,9,2,2024-09-12,A,319.05,Sold
1087,61,1,2024-12-28,B,692.47,Sold
1088,26,3,2025-08-02,B,221.6,Sold
1089,32,1,2022-08-10,A,749.04,Sold
1090,27,2,2023-08-11,A,487.09,Sold
1091,21,1,2023-11-09,A,475.4,Sold
1092,37,2,2023-08-08,B,530.68,Sold
1093,69,1,2025-05-18,C,599.84,Sold
1094,9,1,2023-06-02,B,376.27,Sold
1095,18,1,2022-12-31,B,447.64,Sold
1096,40,1,2023-08-01,C,490.98,Sold
1097,12,3,2023-01-03,A,353.95,Sold
1098,52,1,2023-12-20,A,789.64,Sold
1099,33,3,2024-06-29,C,304.7,Sold
1100,56,1,2024-03-26,B,917.07,Sold
1101,69,3,2024-11-16,A,962.13,Sold
1102,42,1,2023-01-31,A,799.89,Sold
1103,54,2,2024-07-05,A,968.55,Sold
1104,69,2,2024-10-05,D,559.45,Sold
1105,14,1,2024-02-25,C,200.69,Sold
1106,65,3,2025-01-24,A,752.43,Sold
1107,67,2,2025-04-25,A,932.33,Sold
1108,41,2,2025-05-04,B,409.63,Sold
1109,54,1,2024-11-18,A,693.3,Sold
1110,1,3,2024-06-12,A,158.51,Sold
1111,59,3,2025-03-27,C,430.94,In Stock
1112,35,2,2023-07-02,C,493.18,Sold
1113,62,2,2025-01-13,C,534.47,Sold
1114,37,1,2024-08-25,D,222.01,Sold
1115,60,1,2025-05-18,C,466.55,Sold
1116,30,3,2025-07-10,C,273.05,Sold
1117,30,1,2023-05-22,A,569.72,In Stock
1118,17,1,2024-04-10,B,291.92,Sold
1119,63,1,2025-06-06,B,613.82,Sold
1120,42,1,2025-03-22,C,298.48,Sold
1121,5,1,2025-05-22,C,158.76,Sold
1122,43,3,2024-01-06,B,514.05,Sold
1123,32,3,2022-11-04,C,405.22,Sold
1124,65,1,2025-06-10,A,704.72,Sold
1125,42,1,2023-05-21,B,677.78,Sold
1126,8,3,2023-10-09,A,343.61,Sold
1127,39,3,2022-12-27,B,635.22,Sold
1128,16,3,2024-07-20,A,273.98,Sold
1129,42,3,2024-06-23,A,498.07,Sold
1130,61,3,2025-07-27,A,648.83,Sold
1131,61,2,2025-04-14,A,723.1,Sold
1132,38,1,2024-03-26,A,489.34,Sold
1133,57,2,2024-05-29,B,992.68,Sold
1134,44,3,2024-01-14,A,661.59,Sold
1135,3,3,2022-10-12,C,211.07,Sold
1136,58,2,2025-08-01,D,447.65,Sold
1137,36,2,2024-08-26,B,305.44,Sold
1138,28,3,2022-08-22,A,657.31,Sold
1139,5,1,2025-06-05,B,187.59,Sold
1140,67,1,2024-09-30,B,947.51,Sold
1141,3,2,2023-08-20,B,211.2,Sold
1142,69,2,2025-04-30,B,785.0,In Stock
1143,21,2,2023-06-14,A,511.6,In Stock
1144,52,3,2024-10-27,B,446.81,Sold
1145,1,2,2023-11-14,A,186.51,Sold
1146,2,1,2024-09-01,C,116.41,Sold
1147,30,2,2024-11-22,A,403.44,Sold
1148,38,3,2024-06-30,B,442.18,Sold
1149,66,3,2024-12-20,B,756.7,Sold
1150,53,2,2023-11-06,A,919.99,Sold
1151,27,2,2025-01-19,B,295.83,Sold
1152,46,1,2024-03-20,A,558.11,Sold
1153,47,3,2023-11-30,A,652.65,Sold
1154,41,2,2023-06-09,B,771.92,In Stock
1155,34,2,2025-03-08,A,428.9,Sold
1156,20,1,2024-03-12,A,358.85,Sold
1157,45,1,2023-08-23,B,952.23,Sold
1158,64,3,2025-06-01,A,762.83,Sold
1159,41,2,2024-07-27,B,465.42,Sold
1160,19,1,2023-10-18,B,342.93,Sold
1161,28,2,2024-05-07,D,207.7,Sold
1162,38,3,2025-07-31,D,221.97,Sold
1163,52,1,2024-08-08,A,676.46,Sold
1164,62,3,2024-11-04,B,628.29,Sold
1165,1,2,2023-05-19,C,151.63,Sold
1166,65,1,2025-06-19,C,522.33,Sold
1167,41,3,2022-12-14,B,806.62,Sold
1168,66,2,2024-10-24,B,769.36,Sold
1169,44,2,2024-02-16,B,585.85,Sold
1170,3,2,2024-06-22,C,146.63,Sold
1171,8,3,2022-12-24,A,383.21,Sold
1172,55,3,2025-07-27,C,525.32,Sold
1173,48,3,2023-06-07,C,789.45,Sold
1174,8,1,2023-03-12,B,337.34,Sold
1175,35,3,2023-11-24,B,539.15,Sold
1176,26,1,2023-06-22,A,406.03,Sold
1177,21,2,2022-12-05,B,510.08,Sold
1178,47,3,2022-10-21,A,994.9,Sold
1179,36,1,2023-12-23,A,382.05,Sold
1180,32,2,2025-05-17,B,296.97,Sold
1181,62,3,2025-03-27,A,654.94,Sold
1182,61,1,2025-06-14,B,606.09,Sold
1183,51,3,2025-02-09,A,529.39,Sold
1184,17,3,2023-11-28,A,354.9,Sold
1185,35,3,2024-05-31,B,485.65,Sold
1186,68,3,2024-11-22,A,1173.16,Sold
1187,55,2,2024-05-02,B,1021.77,Sold
1188,14,3,2023-09-17,C,209.57,Sold
1189,59,3,2024-11-07,C,463.96,Sold
1190,69,3,2024-10-19,C,676.96,Sold
1191,53,2,2024-01-30,A,887.73,In Stock
1192,7,1,2023-03-23,B,288.5,Sold
1193,24,2,2024-06-09,B,309.41,Sold
1194,67,1,2025-01-30,C,727.06,Sold
1195,2,2,2024-07-05,C,125.57,Sold
1196,7,3,2023-07-27,B,270.16,Sold
1197,14,3,2024-10-15,C,168.24,Sold
